Sarah_Funace_Cave
SURVEY NAME: Sarah_Furnace_Cave_Data
SURVEY DATE: 3 09 2025  COMMENT: All Sarah Furnac cave data as of 2024
SURVEY TEAM: 
SAS
DECLINATION:  0  FORMAT: DDDDLRUDLAaDdNF  CORRECTIONS:  0.00 0.00 0.00  CORRECTIONS2:  0.00 0.00  DISCOVERY: 2 20 2025  PREFIX:

	FROM	TO		LENGTH	BEARING	INC		LEFT	UP		DOWN	RIGHT	FLAGS	COMMENTS

	AIC02	AIC03	4.35	350.37	90.00	0.00	0.00	0.00	0.00
	AIC03	AGC09	7.37	37.67	-31.00	0.00	0.00	0.00	0.00
	AIC02	AIC04	10.03	237.52	26.00	0.00	0.00	0.00	0.00
	AIC04	AGC04	11.42	331.27	-12.90	0.00	0.00	0.00	0.00
	AIC04	AIC01	11.46	144.62	-17.00	0.00	0.00	0.00	0.00
	AIC01	AIC05	15.09	234.02	10.50	0.00	0.00	0.00	0.00
	AIC05	AIA05	14.49	287.12	-2.75	0.00	0.00	0.00	0.00
	AIC05	AIC06	7.71	170.57	-28.45	0.00	0.00	0.00	0.00
	AIC06	AIC07	8.64	246.47	2.05	0.00	0.00	0.00	0.00
	AIC07	AIA08	12.16	265.07	-4.50	0.00	0.00	0.00	0.00
	AIC07	AIC08	4.95	197.12	-3.05	0.00	0.00	0.00	0.00
	AIC08	AIA11	11.54	262.17	0.40	0.00	0.00	0.00	0.00
	AIC07	AIC09	12.67	158.72	1.60	0.00	0.00	0.00	0.00
	AIC09	AIC10	9.97	28.62	0.90	0.00	0.00	0.00	0.00
	AIC06	AIC10	6.78	169.57	7.50	0.00	0.00	0.00	0.00
	AAA10	ACA16	4.94	111.27	8.87	0.00	0.00	0.00	0.00
	ACA16	AAA15	10.64	235.02	8.00	0.00	0.00	0.00	0.00
	AAA15	ACA17	7.13	191.22	4.90	0.00	0.00	0.00	0.00
	ACA17	ACA18	11.16	91.97	0.10	0.00	0.00	0.00	0.00
	ACA18	ACA19	7.84	56.32	18.63	0.00	0.00	0.00	0.00
	ACA19	ACA20	19.82	118.97	-13.45	0.00	0.00	0.00	0.00
	ACA20	ACA21	19.95	24.02	-4.10	0.00	0.00	0.00	0.00
	ACA21	ACA10	8.25	284.53	14.30	0.00	0.00	0.00	0.00
	ACA20	AIB01	18.11	65.47	1.40	0.00	0.00	0.00	0.00
	ACA20	AIB02	10.71	111.17	4.40	0.00	0.00	0.00	0.00
	AIB02	AIB03	7.69	97.87	-3.25	0.00	0.00	0.00	0.00
	AIB03	AIB04	6.29	206.07	-1.90	0.00	0.00	0.00	0.00
	AIB03	AGC10	20.57	217.92	-0.50	0.00	0.00	0.00	0.00
	AGC10	AJA01	8.12	332.87	-17.00	0.00	0.00	0.00	0.00
	AJA01	AJA02	7.59	271.37	-1.30	0.00	0.00	0.00	0.00
	AJA02	AGC02	2.73	88.22	68.30	0.00	0.00	0.00	0.00
	AJA01	AJA03	5.12	56.97	10.30	0.00	0.00	0.00	0.00
	AJA03	AJA04	8.63	357.37	24.90	0.00	0.00	0.00	0.00
	AJA04	AIB02	4.77	88.67	-17.30	0.00	0.00	0.00	0.00
	ACA20	AGC01	8.60	201.52	10.90	0.00	0.00	0.00	0.00
	AGC01	AGC02	7.06	196.47	-13.87	0.00	0.00	0.00	0.00
	AGC02	AGC03	9.02	190.67	0.30	0.00	0.00	0.00	0.00
	AGC03	AGC04	6.77	221.87	-7.00	0.00	0.00	0.00	0.00
	AGC04	AGC10	17.52	66.52	3.15	0.00	0.00	0.00	0.00
	AIC03	AIB07	4.79	336.87	-36.20	0.00	0.00	0.00	0.00
	AIB07	AGC09	5.60	75.37	-10.30	0.00	0.00	0.00	0.00
	AGC09	AIC03	7.36	217.27	30.80	0.00	0.00	0.00	0.00
	AIB05	AJA05	10.54	269.62	0.05	0.00	0.00	0.00	0.00
	AJA05	AJA06	4.31	35.87	-15.40	0.00	0.00	0.00	0.00
